Unique ID,feature_name,Honorees,City,County,State,Side,Coordinates,Symbol Type,Sponsors,Year Dedicated,Year Removed,Tracking Status,Removed After Charlottesville,Symbol Location,Symbol Type Other
809,Confederate Soldiers Monument,No specific honoree,Oxford,Granville,NC,South,"36.309667,-78.587944",Monument,United Daughters of the Confederacy,1909,2020,Live (Statue Removed; Pedestal Remains),0,,
866,North Carolina Women of the Confederacy Monument,No specific honoree,Raleigh,Wake,NC,South,"35.779780,-78.639681",Monument,Colonel Ashley Horne,1914,2020,Live (Statue Removed; Pedestal Remains),0,Government Office Grounds,
867,Henry Lawson Wyatt Monument,Henry Lawson Wyatt,Raleigh,Wake,NC,South,"35.780675,-78.639598",Monument,United Daughters of the Confederacy,1912,2020,Live (Statue Removed; Pedestal Remains),0,Government Office Grounds,
858,Confederate Soldiers Monument,No specific honoree,Wadesboro,Anson,NC,South,"34.966880,-80.076520",Monument,United Daughters of the Confederacy,1906,2020,Live (Statue Removed; Pedestal Remains),0,Courthouse grounds,
45,Confederate Soldiers and Sailors Monument,No specific honoree,Birmingham,Jefferson,AL,South,"33.520755,-86.809902",Monument,United Daughters of the Confederacy,1905,2020,Live (Statue Removed; Pedestal Remains),0,,
574,Confederate Soldiers and Sailors Monument (Spirit of the Confederacy),No specific honoree,Baltimore,Baltimore City,MD,Border,"39.308783,-76.622455",Monument,United Daughters of the Confederacy,1903,2017,Live (Statue Removed; Pedestal Remains),1,,
62,Robert E. Lee Statue,Robert E. Lee,Montgomery,Montgomery,AL,South,"32.378517,-86.272250",Monument,Unknown,1908,2020,Live (Statue Removed; Pedestal Remains),0,,
1950,East Robert E. Lee Street (rename pending),Robert E. Lee,Phoenix,Maricopa,AZ,Not Applicable,"33.651598,-111.982958",Roadway,Unknown,1961,,Pending,0,,
5084,Sidney Lanier High School (rename pending),Sidney Lanier,Montgomery,Montgomery,AL,Not Applicable,"32.355663,-86.309093",School,Unknown,1910,,Pending,0,,
5706,Stonewall Jackson Stained Glass Window,"Thomas Jonathan ""Stonewall"" Jackson",Pittsburgh,Allegheny,PA,Not Applicable,"40.46105,-79.92529",Other,,1935,,Pending,0,Private Land,Other
5098,Albert Pike Elementary School (rename pending),Albert Pike,Fort Smith,Sebastian,AR,Not Applicable,"35.379650,-94.386997",School,Unknown,1952,,Pending,0,,
5421,John Ireland Elementary (Renamed Sylvia Mendez Collaborative Relationships...),John Ireland,Dallas,Dallas,TX,Not Applicable,"32.73881,-96.70125",School,,,2021,Pending,0,,
5517,Lusher Charter School,Robert Mills Lusher,New Orleans,Orleans Parish,LA,Not Applicable,"29.94482,-90.12276",School,,1910,,Pending,0,,
5419,Samuel Spencer Monument,Samuel Spencer,Atlanta,Fulton,GA,Not Applicable,"33.78798,-84.38397",Monument,,1919,2021,Pending,0,,
5391,Quote in Jackson Arch,"Thomas Jonathan ""Stonewall"" Jackson",Lexington,Lexington City,VA,Not Applicable,"37.790778,-79.435361",Other,,1955,2021,Pending,0,Military,Military
5392,Jackson Arch (Rename pending),"Thomas Jonathan ""Stonewall"" Jackson",Lexington,Lexington City,VA,Not Applicable,"37.790640,-79.435710",Other,,1896,2021,Pending,0,Military,Military
5341,Jackson Memorial Hall (Rename pending),"Thomas Jonathan ""Stonewall"" Jackson",Lexington,Lexington City,VA,Not Applicable,"37.79002,-79.43576",Building,,1916,2021,Pending,0,Military,
760,Jefferson Davis Street (renamed Druid Hills Way),Jefferson Davis,Charlotte,Mecklenburg,NC,South,"35.254812,-80.830276",Roadway,Unknown,,2021,Pending,0,,
1263,Robert E. Lee Middle School (rename pending),Robert E. Lee,San Angelo,Tom Green,TX,South,"31.450844,-100.470827",School,Unknown,1949,,Pending,0,,
1258,Lee Freshman High School (rename pending),Robert E. Lee,Midland,Midland,TX,South,"32.025608,-102.065671",School,Unknown,1961,,Pending,0,,
1259,Lee High School (rename pending),Robert E. Lee,Midland,Midland,TX,South,"32.011802,-102.129280",School,Unknown,1961,,Pending,0,,
1239,"John H. Reagan Elementary School (pending rename ""Bishop Arts STEAM Academy"")",John Henninger Reagan,Dallas,Dallas,TX,South,"32.746775,-96.830942",School,Unknown,1905,2021,Pending,0,,
1148,Confederate Drive (Pending Rename Prosperity Drive),No specific honoree,Missouri City,Fort Bend,TX,South,"29.539459,-95.505815",Roadway,Unknown,,2021,Pending,0,,
1005,Lee Central High School (rename pending),Robert E. Lee,Bishopville,Lee,SC,South,"34.180224,-80.212592",School,Unknown,,,Pending,0,,
1007,Lee Central Middle School (rename pending),Robert E. Lee,Bishopville,Lee,SC,South,"34.182480,-80.213716",School,Unknown,,,Pending,0,,
1869,Talbot Boys Monument,No specific honoree,Easton,Talbot,MD,Border,"38.774897,-76.077266",Monument,United Confederate Veterans,1916,,Pending,0,Courthouse grounds,
103,Jefferson Davis High School (rename pending),Jefferson Davis,Montgomery,Montgomery,AL,South,"32.343234,-86.262223",School,Unknown,1968,,Pending,1,,
102,Robert E. Lee High School (rename pending),Robert E. Lee,Montgomery,Montgomery,AL,South,"32.378512,-86.272053",School,Unknown,1955,,Pending,1,,
5295,Jefferson Davis Memorial Park (rename pending),Jefferson Davis,Hampton,Hampton City,VA,Not Applicable,"37.002599815,-76.31009328",Other,Unknown,1956,,Pending,0,,Park
5274,"Barringer Academic Center (rename pending ""Charles H. Parker Academic Center"")",Rufus Barringer,Charlotte,Mecklenburg,NC,,"35.211251259,-80.88862350",School,Unknown,1952,2021,Pending,0,,
5268,Epes Elementary School (rename pending),Horace Epes,Newport News,Newport News City,VA,,"37.131454566,-76.55083145",School,Unknown,,2021,Pending,0,,
5273,James Hurst Elementary School (rename pending),James Hurst,Portsmouth,Portsmouth City,VA,,"36.797854350,-76.32013127",School,Unknown,2002,,Pending,0,,
5270,Lee Hall Elementary School (rename pending),Lee Hall,Newport News,Newport News City,VA,,"37.188785110,-76.57021045",School,Unknown,,2021,Pending,0,,
5253,Lee Street Elementary School (rename pending),Robert E. Lee,Jonesboro,Clayton,GA,,"33.524696038,-84.35644205",School,Clayton County Public Schools,,,Pending,0,,
5264,West Lee Elementary School (rename pending),Robert E. Lee,Rembert,Lee,SC,,"34.154313362,-80.42504627",School,Unknown,,,Pending,0,,
5265,Lower Lee Elementary School (rename pending),Robert E. Lee,Mayesville,Lee,SC,,"34.083468341,-80.22552177",School,Unknown,,,Pending,0,,
5223,Phifer Avenue (rename pending Montford Point Street),William Phifer,Charlotte,Mecklenburg,NC,,"35.231185098,-80.83621848",Roadway,Unknown,,2021,Pending,0,,
5444,Pensacola Police Department Logo (Pending Rebrand),,Pensacola,Escambia,FL,Not Applicable,"30.42099,-87.21326",Other,,,2021,Pending,0,,Seal
5411,Rebel Drive (pending rename),,Kyle,Hays,TX,Not Applicable,"30.00132,-97.88674",Roadway,,,2021,Pending,0,,
5403,Lion of the Confederacy,,Atlanta,Fulton,GA,Not Applicable,"33.748017,-84.371750",Monument,,1894,,Pending,0,Cemetery,
2169,Confederate Soldiers Monument,No specific honoree,Dardenne Prairie,St. Charles,MO,Border,"38.773500,-90.768789",Monument,Unknown,,,Reconciliation,0,,
5066,Jefferson Davis Arch,Jefferson Davis,Hampton,Hampton City,VA,Not Applicable,"37.002570208,-76.30667729",Monument,United Daughters of the Confederacy,1956,2019,Relocated,1,,
5067,Civil War Plaque 1,No specific honoree,Martha's Vineyard,Dukes,MA,Not Applicable,"41.45709,-70.55618",Other,Unknown,,2019,Relocated,1,,Plaque
5068,Civil War Plaque 2,No specific honoree,Martha's Vineyard,Dukes,MA,Not Applicable,"41.45709,-70.55618",Other,Unknown,,2019,Relocated,1,,Plaque
1983,Gen. William Loring Monument,William Loring,St. Augustine,St. Johns,FL,South,"29.892417,-81.313817",Monument,United Daughters of the Confederacy,1920,2020,Relocated,0,,
218,Johnny Reb Monument,No specific honoree,Ocala,Marion,FL,South,"29.188198,-82.139383",Monument,United Daughters of the Confederacy,1908,2017,Relocated,0,Courthouse grounds,
207,Confederate Memorial,No specific honoree,Orlando,Orange,FL,South,"28.544225,-81.373122",Monument,United Daughters of the Confederacy,1911,2017,Relocated,0,,
204,Confederate Monument,No specific honoree,Lakeland,Polk,FL,South,"28.044617,-81.955600",Monument,United Daughters of the Confederacy,1910,2019,Relocated,1,,
199,Confederate Veterans,No specific honoree,Daytona Beach,Volusia,FL,South,"29.213483,-81.019600",Monument,Sons of Confederate Veterans,1961,2017,Relocated,0,,
1461,Confederate Monument,No specific honoree,Windsor,Isle of Wight,VA,South,"36.907967,-76.708183",Monument,United Daughters of the Confederacy,1905,2021,Relocated,0,Courthouse grounds,
1422,Confederate Monument,No specific honoree,Charlottesville,Albemarle,VA,South,"38.031462,-78.477678",Monument,United Daughters of the Confederacy; city of Charlottesville; Albemarle County,1909,2020,Relocated,0,Courthouse grounds,
140,Pine Bluff Confederate Monument,No specific honoree,Pine Bluff,Jefferson,AR,South,"34.229484,-92.003340",Monument,United Daughters of the Confederacy,1910,2020,Relocated,0,,
2192,Jefferson Davis Highway Marker,Jefferson Davis,Gold Canyon,Pinal,AZ,Not Applicable,"33.335600,-111.440500",Monument,United Daughters of the Confederacy,1943,2020,Relocated,0,,
166,Confederate Troops Memorial,No specific honoree,Phoenix,Maricopa,AZ,Not Applicable,"33.448171,-112.094537",Monument,United Daughters of the Confederacy,1961,2020,Relocated,0,,
5181,Dahlgren Howitzer I,No specific honoree,Fairfax,Fairfax,VA,South,"38.846184,-77.306866",Other,Unknown,1910,2020,Relocated,0,Courthouse grounds,Marker
5182,Dahlgren Howitzer II,No specific honoree,Fairfax,Fairfax,VA,South,"38.846184,-77.306866",Other,Unknown,1910,2020,Relocated,0,Courthouse grounds,Marker
5180,First Confederate Officer Killed Memorial Marker,John Quincy Marr,Fairfax,Fairfax,VA,South,"38.846184,-77.306866",Other,Unknown,1910,2020,Relocated,0,Courthouse grounds,Marker
5129,Last Confederate Bivouac Monument II,No specific honoree,McConnellsburg,Fulton,PA,,"39.55229,-78.0382",Other,Pennsylvania Historical and Museum Commission,1947,2020,Relocated,0,,Marker
5130,Confederate Dead,No specific honoree,McConnellsburg,Fulton,PA,,"39. 55442,-77.59025",Other,Pennsylvania Historical and Museum Commission; United Daughters of the Confederacy,1947,2020,Relocated,0,,Marker
5173,Confederate Memorial,No specific honoree,Wilmington,New Hanover,NC,,"34.23439,-77.94592",Monument,Unknown,1924,2020,Relocated,0,,
1816,Clarke County Confederate Monument,No specific honoree,Athens,Clarke,GA,South,"33.957662,-83.375485",Monument,Athens Ladies Memorial Association,1872,2020,Relocated,0,,
1903,Spirit of The Confederacy,No specific honoree,Houston,Harris,TX,South,"29.760267,-95.372600",Monument,United Daughters of the Confederacy,1908,2020,Relocated,0,,
789,Confederate Soldiers Monument,No specific honoree,Fayetteville,Cumberland,NC,South,"35.058610,-78.904080",Monument,Women of Cumberland County; Ladies Monument Association,1902,2020,Relocated,0,,
799,Confederate Soldiers Monument,No specific honoree,Kinston,Lenoir,NC,South,"35.244000,-77.584740",Monument,United Daughters of the Confederacy,1924,2020,Relocated,0,,
1821,Jefferson Davis Statue,Jefferson Davis,Austin,Travis,TX,South,"30.285117,-97.739717",Monument,George Littlefield,1926,2016,Relocated,0,College,
1164,General Robert E. Lee and Confederate Soldier Statue,Robert E. Lee,Dallas,Dallas,TX,South,"32.808449,-96.804381",Monument,Unknown,1936,2017,Relocated,1,,
781,Silent Sam Confederate Soldiers Monument,No specific honoree,Chapel Hill,"Durham‎, ‎Orange",NC,South,"35.913617,-79.052117",Monument,United Daughters of the Confederacy,1913,2018,Relocated,1,College,
3035,Confederate Soldiers Monument,No specific honoree,Charlotte,Mecklenburg,NC,South,"35.222031,-80.838050",Monument,The Confederate Memorial Association of Charlotte,1977,2015,Relocated,0,,
1847,Confederate Memorabilia (miscellaneous),No specific honoree,Chatham,Pittsylvania,VA,South,"36.826414,-79.398306",Other,Heritage Preservation Association,,2015,Relocated,0,Courthouse grounds,Other
1374,Confederate Monument,No specific honoree,Franklin,Franklin City,VA,South,"36.681132,-76.935677",Monument,United Daughters of the Confederacy,1911,2021,Relocated,0,,
1871,Captain John Quincy Marr Monument,John Quincy Marr,Fairfax,Fairfax,VA,South,"38.846184,-77.306866",Monument,Unknown,1904,2020,Relocated,0,Courthouse grounds,
1419,Confederate Monument,No specific honoree,Bowling Green,Caroline,VA,South,"38.050900,-77.347617",Monument,Unknown,1906,2020,Relocated,0,Courthouse grounds,
1890,Confederate War Monument,No specific honoree,Greenville,Greenville,SC,South,"34.853423,-82.397777",Monument,Ladies' Memorial Association of Greenville,1891,1923,Relocated,0,,
895,Last Confederate Bivouac Monument I,No specific honoree,McConnellsburg,Fulton,PA,North,"39.920617,-78.006317",Monument,Pennsylvania Historical and Museum Commission; Fulton County Historical Society,1930,2020,Relocated,0,,
1048,Nathan Bedford Forrest Monument,Nathan Bedford Forrest,Memphis,Shelby,TN,South,"35.139199,-90.034838",Monument,United Daughters of the Confederacy,1904,2017,Relocated,1,,
688,Confederate Monument,No specific honoree,University,Lafayette,MS,South,"34.365235,-89.534241",Monument,United Daughters of the Confederacy,1906,,Relocated,0,College,
1081,Nathan Bedford Forrest Bust,Nathan Bedford Forrest,Nashville,Davidson,TN,South,"36.165619,-86.784173",Monument,Unknown,1978,2021,Relocated,0,Government Office Grounds,
695,Lowndes County Confederate Monument,No specific honoree,Columbus,Lowndes,MS,South,"33.496567,-88.428267",Monument,United Daughters of the Confederacy,1912,2021,Relocated,0,Courthouse grounds,
2166,Confederate Soldier Monument II,No specific honoree,Oxford,Lafayette,MS,South,"34.365324,-89.535085",Monument,United Daughters of the Confederacy,1906,2020,Relocated,0,College,
817,Confederate Soldiers Monument,No specific honoree,Tarboro,Edgecombe,NC,South,"35.900452,-77.535971",Monument,United Daughters of the Confederacy,1904,2020,Relocated,0,,
859,Confederate Soldiers Monument,No specific honoree,Warrenton,Warren,NC,South,"36.398428,-78.155431",Monument,United Daughters of the Confederacy; Sons of Warren,1913,2020,Relocated,0,Courthouse grounds,
813,Confederate Soldiers Monument - Fame,No specific honoree,Salisbury,Rowan,NC,South,"35.668405,-80.471085",Monument,United Daughters of the Confederacy,1909,2020,Relocated,0,,
805,Confederate Soldiers Monument,No specific honoree,Louisburg,Franklin,NC,South,"36.104217,-78.297300",Monument,United Daughters of the Confederacy,1914,2020,Relocated,0,,
824,George Davis Statue,George Davis,Wilmington,New Hanover,NC,South,"34.235576,-77.945759",Monument,United Daughters of the Confederacy,1911,2020,Relocated,0,,
85,Confederate Veterans Memorial,No specific honoree,Huntsville,Madison,AL,South,"34.730297,-86.585074",Monument,United Daughters of the Confederacy,1905,2020,Relocated,0,Courthouse grounds,
1862,Joseph E. Johnston Statue,Joseph Eggleston Johnston,Dalton,Whitfield,GA,South,"34.771523,-84.968101",Monument,United Daughters of the Confederacy,1912,2021,Relocated,0,,
371,Confederate War Memorial,No specific honoree,Douglasville,Douglas,GA,South,"33.744983,-84.730717",Monument,United Daughters of the Confederacy,1914,2020,Relocated,0,Courthouse grounds,
60,Admiral Raphael Semmes Statue,Raphael Semmes,Mobile,Mobile,AL,South,"30.690331,-88.039952",Monument,Unknown,1900,2020,Relocated,0,,
126,Bentonville Confederate Monument,No specific honoree,Bentonville,Benton,AR,South,"36.372647,-94.208469",Monument,United Daughters of the Confederacy,1908,2020,Relocated,0,,
5058,Maryland State House Plaque,No specific honoree,Baltimore,Baltimore,MD,Not Applicable,"38.97908,-76.49105",Other,Maryland Civil War Centennial Commission,1964,2019,Removed,1,,Plaque
5060,Confederate Flag,No specific honoree,Vincennes,Knox,IN,Not Applicable,"38.676892,-87.526809",Other,Unknown,,2019,Removed,1,Courthouse grounds,Flag
208,Confederate Monument,No specific honoree,Pensacola,Escambia,FL,South,"30.419883,-87.217000",Monument,Ladies Confederate Memorial Association,1891,2020,Removed,0,,
210,Confederate Monument,No specific honoree,St. Augustine,St. Johns,FL,South,"29.892467,-81.312033",Monument,Ladies Memorial Association,1872,2020,Removed,0,,
220,Confederate Monument,No specific honoree,Quincy,Gadsden,FL,South,"30.588833,-84.576433",Monument,Memorial Association of Gadsden County,1884,2020,Removed,0,Courthouse grounds,
2088,Terminus of the Stonewall Jackson Memorial Highway Marker,"Thomas Jonathan ""Stonewall"" Jackson",St. Petersburg,Pinellas,FL,South,"27.771250,-82.632117",Monument,United Daughters of the Confederacy,1939,2017,Removed,1,,
221,Confederate Soldiers Monument,No specific honoree,Tampa,Hillsborough,FL,South,"27.949383,-82.454717",Monument,United Daughters of the Confederacy; citizens of Tampa,1911,2017,Removed,1,Courthouse grounds,
222,"""Old Joe"" Confederate Monument",No specific honoree,Gainesville,Alachua,FL,South,"29.651422,-82.324713",Monument,United Daughters of the Confederacy,1904,2017,Removed,1,Government Office Grounds,
5028,Jabez Curry Statue,Jabez Lamar Monroe Curry,Washington,Washington,DC,North,"38.888914,-77.009170",Monument,State of Alabama,1908,2009,Removed,0,,
5024,Robert E. Lee Statue,Robert E. Lee,Washington,Washington,DC,North,"38.890326,-77.009438",Monument,Commonwealth of Virginia,1909,2020,Removed,0,,
1995,Stained glass honoring Robert E. Lee and Stonewall Jackson,Robert E. Lee,Washington,Washington,DC,North,"38.930503,-77.070920",Other,United Daughters of the Confederacy; philanthropists,1953,2017,Removed,1,,Other
213,Confederate Monument,No specific honoree,Bradenton,Manatee,FL,South,"27.495250,-82.573100",Monument,United Daughters of the Confederacy,1924,2017,Removed,1,Courthouse grounds,
169,Jefferson Davis Highway Marker,Jefferson Davis,San Diego,San Diego,CA,North,"32.714942,-117.161562",Monument,United Daughters of the Confederacy,1926,2017,Removed,1,,
2205,Major Robert Selden Garnett Monument,Robert Seldon Garnett,Monterey,Monterey,CA,North,"36.597800,-121.897150",Monument,United Daughters of the Confederacy,1957,2019,Removed,1,,
1050,Jefferson Davis Monument,Jefferson Davis,Memphis,Shelby,TN,South,"35.147044,-90.054271",Monument,United Daughters of the Confederacy; Sons of Confederate Veterans; Jefferson Davis Memorial Association,1964,2017,Removed,1,,
1398,Confederate Monument,No specific honoree,Portsmouth,Portsmouth City,VA,South,"36.835594,-76.300877",Monument,United Confederate Veterans; The Monument Association; the Ladies Memorial Aid Association,1876,2020,Removed,0,,
1902,Dick Dowling Monument,Richard W. Dowling,Houston,Harris,TX,South,"29.709015,-95.390791",Monument,"United Confederate Veterans; the Emmett Council; Ancient Order of Hibernians Nos. 1,2 and 3",1905,2020,Removed,1,,
132,Memorial to Company A Confederate Soldiers,No specific honoree,Little Rock,Pulaski,AR,South,"34.738915,-92.264130",Monument,United Confederate Veterans,1911,2020,Removed,0,,
1460,Williamsburg Confederate Monument,No specific honoree,Williamsburg,Williamsburg City,VA,South,"37.267496,-76.704877",Monument,United Daughters of the Confederacy; citizens of James City County; citizens of Williamsburg County,1908,2020,Removed,0,Courthouse grounds,
1959,Richmond Howitzers Monument,No specific honoree,Richmond,Richmond City,VA,South,"37.548674,-77.454950",Monument,Richmond Howitzer Association,1892,2020,Removed,0,,
1363,"Lee-Jackson Day (replaced with ""Election Day"")",Robert E. Lee,Richmond,Richmond City,VA,South,"37.538908,-77.433379",Other,Unknown,1889,2020,Removed,1,,Holiday
1363,"Lee-Jackson Day (replaced with ""Election Day"")","Thomas Jonathan ""Stonewall"" Jackson",Richmond,Richmond City,VA,South,"37.538908,-77.433379",Other,Unknown,1889,2020,Removed,1,,Holiday
2083,Robert E. Lee Statue,Robert E. Lee,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Unknown,1931,2020,Removed,0,Government Office Grounds,
1921,Robert E. Lee School (school closed),Robert E. Lee,Little Rock,Pulaski,AR,South,"34.740093,-92.316235",School,Unknown,1906,2005,Removed,0,,
122,Robert E. Lee State Holiday*,Robert E. Lee,Little Rock,Pulaski,AR,South,"34.746845,-92.289101",Other,Unknown,1947,2017,Removed,0,,Holiday
1987,J.E.B. Stuart portrait,"James Ewell Brown ""Jeb"" Stuart",Stuart,Patrick,VA,South,"36.642326,-80.269807",Other,Unknown,,2015,Removed,0,Courthouse grounds,Other
1454,Confederate Monument,No specific honoree,Surry,Surry,VA,South,"37.137856,-76.834609",Monument,Confederate Memorial Association of Surry County,1903,2020,Removed,0,Courthouse grounds,
2175,David O. Dodd Monument II,David Owen Dodd,Little Rock,Pulaski,AR,South,"34.738033,-92.265067",Monument,United Daughters of the Confederacy,1926,2020,Removed,0,Government Office Grounds,
5010,Jefferson Davis Highway Marker,Jefferson Davis,Vancouver,Clark,WA,Not Applicable,"45.653530,-122.666476",Monument,United Daughters of the Confederacy,1939,1998,Removed,1,,
5078,Confederate Soldiers and Sailors Monument,No specific honoree,Indianapolis,Marion,IN,Not Applicable,"39.734417,-86.145797",Monument,Unknown,1912,2020,Removed,0,,
5077,John B. Castleman Monument,No specific honoree,Louisville,Jefferson,KY,Not Applicable,"38.235530,-85.712430",Monument,Unknown,1913,2020,Removed,0,,
5698,Jefferson Davis Academy,Jefferson Davis,Meridian,Lauderdale,MS,Not Applicable,"32.33204,-88.56529",School,,1969,1990,Removed,0,Private Land,
5683,Thomas Ruffin Portrait,Thomas Ruffin,Raleigh,Wake,NC,Not Applicable,"35.77953,-78.63859",Other,,,2020,Removed,0,,Other
5686,Statue of Charles Linn,Charles Linn,Birmingham,Jefferson,AL,Not Applicable,"33.520000,-86.809722",Monument,,2013,2020,Removed,0,,
5121,United Daughters of the Confederacy plaque,No specific honoree,Louisa,Louisa,VA,,"38.024714,-78.003639",Other,Unknown,,2020,Removed,0,Courthouse grounds,Plaque
5120,Robert E. Lee portrait,Robert E. Lee,Louisa,Louisa,VA,,"38.024714,-78.003639",Other,Unknown,1908,2020,Removed,0,Courthouse grounds,Other
5128,Confederate Memorial Fountain,Stand Watie,Tahlequah,Cherokee,OK,Not Applicable,"35.912753,-94.970833",Monument,United Daughters of the Confederacy,1913,2020,Removed,0,,
5099,Western Kentucky University Confederate State Capital of Kentucky Marker,No specific honoree,Bowling Green,Warren,KY,Not Applicable,"36.988539,-86.453846",Other,Unknown,,2020,Removed,0,,Marker
5104,City of Remington Seal,No specific honoree,Remington,Fauquier,VA,,"38.533964,-77.808468",Other,Unknown,1985,2020,Removed,0,,Seal
5115,Fitzhugh Lee Bust,Fitzhugh Lee,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Unknown,,2020,Removed,0,Government Office Grounds,
5117,Thomas Bocock plaque,Thomas Bocock,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Other,Unknown,,2020,Removed,0,Government Office Grounds,Plaque
5113,Stonewall Jackson Bust,"Thomas Jonathan ""Stonewall"" Jackson",Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Unknown,,2020,Removed,0,Government Office Grounds,
5114,Joseph Johnston Bust,Joseph Eggleston Johnston,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Unknown,,2020,Removed,0,Government Office Grounds,
5112,J.E.B. Stuart Bust,"James Ewell Brown ""Jeb"" Stuart",Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Unknown,,2020,Removed,0,Government Office Grounds,
5116,Matthew Fontaine Maury Bust,Matthew Fontaine Maury,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Unknown,,2020,Removed,0,Government Office Grounds,
5109,Lulie C. Scattergood Scholarship (UCLA),Lulie C. Scattergood,Los Angeles,Los Angeles County,CA,,"34.072045,-118.438741",Other,United Daughters of the Confederacy,1937,,Removed,0,College,College
5111,Alexander Stephens Bust,Alexander Stephens,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Unknown,,2020,Removed,0,Government Office Grounds,
5108,Sidney Lanier Memorial Scholarship (UCLA),Sidney Lanier,Los Angeles,Los Angeles County,CA,,"34.072045,-118.438741",Other,United Daughters of the Confederacy,1939,2013,Removed,0,College,College
5110,Jefferson Davis Bust,Jefferson Davis,Richmond,Richmond City,VA,South,"37.538525,-77.433873",Monument,Unknown,,2020,Removed,0,Government Office Grounds,
5423,Sam Davis Statue,Sam Davis,Nashville,Davidson,TN,Not Applicable,"36.12843,-86.83652",Monument,,,2021,Removed,0,Private Land,
5338,Robert E Lee Memorial Award,Robert E. Lee,West Point,Orange,NY,Not Applicable,"41.40086,-73.97404",Other,,,2018,Removed,0,Military,Military
5156,Tompkins-McCaw Library plaque at VCU Medical College of VA,No specific honoree,Richmond,Richmond,VA,,"37.541463,-77.428963",Other,Unknown,,2020,Removed,0,College,College
5157,John Syng Dorsey Cullen portrait at VCU Medical College of VA,John Syng Dorsey Cullen,Richmond,Richmond County,VA,,"37.541463,-77.428963",Other,Unknown,,2020,Removed,0,College,College
5154,Maupin-Maury House plaque (MCV Alumni House at VCU Medical College of VA),Matthew Fontaine Maury,Richmond,Richmond County,VA,,"37.541960,-77.430470",Other,Unknown,1910,2020,Removed,0,College,College
5152,Alexander Stephens plaque (McGuire Hall at VCU Medical College of Virginia),Alexander Stephens,Richmond,Richmond County,VA,,"37.541737,-77.429650",Other,Confederate Memorial Literary Society,1912,2020,Removed,0,College,College
5150,Jefferson Davis plaque 1 (West Hospital at VCU Medical College of Virginia),Jefferson Davis,Richmond,Richmond County,VA,,"37.539671,-77.430375",Other,United Daughters of the Confederacy,1960,2020,Removed,0,College,College
5149,UDC President plaque (West Hospital at VCU Medical College of Virginia),President of the United Daughters of the Confederacy,Richmond,Richmond County,VA,,"37.539671,-77.430375",Other,United Daughters of the Confederacy,1960,2020,Removed,0,College,College
5159,Fitzhugh Lee Monument at VCU Monroe Park campus,Fitzhugh Lee,Richmond,Richmond County,VA,,"37.546814,-77.450389",Monument,7th Army Corps Veterans Association and Auxiliary,1911,2020,Removed,0,College,
5148,Jefferson Davis Memorial Chapel at VCU Medical College of Virginia,Jefferson Davis,Richmond,Richmond County,VA,,"37.539671,-77.430375",Building,United Daughters of the Confederacy,1960,2020,Removed,0,College,
729,"Confederate Memorial Fountain (Replaced with ""The Equity Fountain"")",No specific honoree,Helena,Lewis and Clark,MT,Not Applicable,"46.593333,-112.040000",Monument,United Daughters of the Confederacy,1916,2017,Removed,1,,
1868,Robert E. Lee Statue,Robert E. Lee,Durham,Durham,NC,South,"36.001671,-78.939838",Monument,Unknown,1932,2017,Removed,1,College,
839,Confederate Soldiers Monument,No specific honoree,Durham,Durham,NC,South,"35.994067,-78.898967",Monument,People of Durham County,1924,2020,Removed,0,Courthouse grounds,
1257,Robert E. Lee Elementary School (school closed in 2017),Robert E. Lee,Marshall,Harrison,TX,South,"32.556075,-94.364812",School,Unknown,1902,2017,Removed,0,,
2249,Vance County Confederate Monument,No specific honoree,Henderson,Vance,NC,South,"36.328717,-78.402550",Monument,United Daughters of the Confederacy,1910,2020,Removed,0,Courthouse grounds,
843,Confederate Soldiers Monument,No specific honoree,Greenville,Pitt,NC,South,"35.613370,-77.372650",Monument,People of Pitt County,1914,2020,Removed,0,Courthouse grounds,
1899,Confederate Memorial (building name),No specific honoree,Hillsborough,Orange,NC,South,"36.077213,-79.099694",Building,Unknown,1934,2016,Removed,0,,
1160,Our Confederate Soldiers,No specific honoree,Beaumont,Jefferson,TX,South,"30.083640,-94.104845",Monument,United Confederate Veterans; citizens of Beaumont,1912,2020,Removed,0,,
1228,Robert E. Lee Park,Robert E. Lee,Dallas,Dallas,TX,South,"32.808095,-96.804475",Other,Unknown,,2017,Removed,1,,Park
1057,Edmund Kirby Smith Monument,Edmund Kirby Smith,Sewanee,Franklin,TN,South,"35.207632,-85.919264",Monument,United Daughters of the Confederacy,1940,2017,Removed,1,College,
1820,Inscription honoring Confederacy at UT Austin,No specific honoree,Austin,Travis,TX,South,"30.283837,-97.739591",Other,George Littlefield,1933,2016,Removed,0,College,College
1882,Jefferson Davis Park,Jefferson Davis,Fort Worth,Tarrant,TX,South,"32.689724,-97.348828",Other,Unknown,1923,2017,Removed,1,,Park
